479.69894,167.72484,51.007732,23.006144,22.205791,26.78337,16.624691,12.134981,6.772026,5.259503,7.027592,10.971567,11.926613,6.0991673,6.2349896,8.421281,5.3932605,3.8227234,3.9161782,5.4470263,993.1415706607535,0
416.28323,72.25936,15.663496,26.65466,6.314794,12.480374,18.577726,5.73107,11.035089,4.9435096,8.800043,15.826934,24.560162,25.719603,10.693518,12.610468,28.171953,23.635902,4.512116,12.604929,3193.6115321246584,0
617.1782,107.78962,29.996773,14.771319,7.8657823,16.481627,9.365984,7.152231,5.3945813,6.8878636,11.842532,5.0704355,7.255104,21.891104,34.825424,34.753914,8.481814,12.637207,16.403934,9.642436,2032.6478446396136,0
382.3246,213.5888,21.65708,11.007835,18.486227,26.660238,10.888517,5.931849,7.809879,4.701889,10.868246,14.099601,13.106221,7.0854406,4.56683,10.433727,7.8809423,3.499127,4.851164,4.457174,836.7723347030472,0
398.26437,216.0824,38.721462,14.859146,20.50768,28.529448,17.365131,9.863437,9.163166,4.813267,8.69188,10.248698,9.622287,4.4464703,3.1544034,11.680933,9.231454,3.5781727,5.6415267,3.7671287,804.4513749124804,0
549.0424,86.69819,13.377167,26.85894,8.342964,13.29833,7.6883826,19.10231,20.101353,23.177801,7.3220196,16.842817,27.914999,11.595641,25.175323,31.451334,7.2226205,6.889026,4.372438,8.065573,3100.4405314042024,0
608.2048,92.9542,23.398851,18.834366,8.924184,8.537684,18.606346,8.267299,5.7332377,18.155542,25.976309,25.16447,6.422394,15.971619,23.44686,15.467848,4.969957,8.663167,11.266952,8.730265,2308.106430952166,0
449.46396,119.165436,36.21159,19.018661,19.329832,13.847882,3.9931242,6.1299744,3.1914842,4.4220552,2.3824327,5.25684,8.765359,7.7431335,5.118617,6.1078954,6.0813646,5.7229958,7.5540905,8.683342,1284.5361729010851,0
465.23547,109.776306,32.39357,14.232578,7.243351,8.335964,8.289669,6.1224875,6.4064536,5.7882543,11.62148,13.897135,16.07289,13.2874775,9.376393,6.8661284,10.424953,10.733838,3.217337,7.260058,1272.9520124984376,0
441.09488,109.177,41.887863,22.607718,12.787365,13.887701,10.516038,6.4275603,13.207959,10.327556,5.024628,13.469136,13.798727,10.027494,17.57344,7.029877,6.823937,16.651327,47.555008,44.009224,1833.2599890025213,0
395.0889,217.7923,6.479008,6.461936,12.16985,29.32782,9.655527,5.703688,11.999627,3.0172968,6.651011,16.092428,12.159545,10.90381,8.024281,9.3472185,8.317535,3.8222387,5.7430625,7.2594275,901.9530527009348,0
460.64246,112.38236,25.95162,16.945204,14.016861,18.2534,9.094909,3.9322107,5.4645295,6.517924,11.169135,6.292639,8.593506,4.9860673,8.32293,9.674717,12.298923,7.472301,16.329552,29.01121,1988.733949042852,0
570.8402,80.34266,21.186663,9.422904,8.025009,10.846219,17.60682,7.720112,14.1052,29.06734,31.077549,7.0979023,24.573318,29.423578,9.913975,21.77359,25.48666,6.6460676,3.7728434,14.249936,2468.6994048948764,0
358.6793,135.83205,22.537952,22.57533,10.904382,20.00453,3.8954566,10.411062,15.447312,7.8186464,7.607438,14.408987,18.29768,12.19947,4.931854,5.5099354,12.750885,13.41955,6.6115646,7.3004317,1115.9859315334515,0
